user_id,title,content_type,genre,platform,device,watch_date,watch_hour,watch_day,watch_month,duration_minutes,completed,user_rating,ai_match_score,country,language,age_group,subscription_tier,is_binge,was_recommended,trailer_watched,added_to_watchlist,shared_content,release_year,imdb_score
USR1618,Parasite,Series,Sci-Fi,Apple TV+,Laptop,2024-03-27,23,Wednesday,March,49,True,4,90.9,India,Hindi,13-17,Basic,False,True,False,False,False,2023,8.1
USR6535,Peaky Blinders,Movie,Thriller,Amazon Prime,Smart TV,2024-06-25,20,Tuesday,June,191,True,5,87.2,Brazil,Portuguese,25-34,Premium,True,True,False,False,False,2019,7.3
USR9761,One Piece,Anime,Thriller,Disney+,Mobile,2024-04-24,13,Wednesday,April,23,True,5,88.7,India,Portuguese,35-44,Standard,True,True,True,False,False,2021,8.1
USR9381,One Piece,Movie,Horror,Disney+,Smart TV,2024-12-25,14,Wednesday,December,110,True,4,78.8,India,English,18-24,Basic,True,True,False,True,False,2020,5.8
USR3443,Poor Things,Movie,Comedy,Netflix,Desktop,2024-03-23,21,Saturday,March,103,True,5,84.7,Germany,English,35-44,Premium,False,True,False,True,True,2024,7.3
USR3793,Game of Thrones,Documentary,Documentary,Amazon Prime,Laptop,2024-03-30,0,Saturday,March,50,True,5,81.5,USA,Hindi,35-44,Premium,True,False,True,False,False,2020,7.4
USR8908,Your Name,Anime,Comedy,Amazon Prime,Tablet,2024-07-16,3,Tuesday,July,27,True,5,87.1,Australia,English,25-34,Basic,True,True,False,False,True,2021,7.7
USR6542,Inception,Documentary,Comedy,Netflix,Laptop,2024-02-27,20,Tuesday,February,118,True,4,99.0,UK,Korean,18-24,Standard,True,True,False,False,False,2022,7.4
USR5557,Succession,Movie,Romance,Netflix,Tablet,2024-11-09,12,Saturday,November,200,True,2,94.6,UK,Japanese,25-34,Premium,True,True,False,True,False,2020,5.4
USR9328,Spirited Away,Short Film,Horror,Netflix,Mobile,2024-03-01,23,Friday,March,29,True,5,94.8,India,Korean,55+,Basic,True,True,True,False,False,2021,7.5
USR2741,The Bear,Series,Comedy,Netflix,Laptop,2024-12-02,17,Monday,December,40,True,5,92.5,Brazil,Hindi,45-54,Standard,True,True,True,True,False,2019,7.2
USR9260,3 Body Problem,Documentary,Sci-Fi,Amazon Prime,Laptop,2024-08-22,20,Thursday,August,60,True,5,95.9,South Korea,English,35-44,Standard,True,True,False,False,False,2023,7.6
USR5067,Stranger Things,Movie,Anime,Netflix,Laptop,2024-10-23,23,Wednesday,October,182,True,5,79.5,USA,English,25-34,Premium,True,True,False,False,False,2022,6.6
USR3913,Interstellar,Anime,Crime,Disney+,Smart TV,2024-06-09,7,Sunday,June,43,True,4,80.3,Canada,Japanese,35-44,Premium,False,True,False,False,False,2024,6.6
USR5695,Fight Club,Movie,Documentary,Apple TV+,Mobile,2024-09-30,11,Monday,September,126,True,5,89.4,USA,French,35-44,Basic,False,True,False,True,False,2023,7.3
USR6122,Spirited Away,Documentary,Horror,Disney+,Smart TV,2024-10-14,22,Monday,October,51,True,4,88.1,India,Korean,18-24,Premium,False,True,True,False,False,2020,5.3
USR2955,Mindhunter,Series,Romance,Apple TV+,Desktop,2024-10-28,23,Monday,October,33,True,5,83.6,India,English,25-34,Basic,False,True,True,False,True,2020,7.9
USR9529,Dune Part Two,Movie,Crime,Disney+,Laptop,2024-11-01,17,Friday,November,156,True,4,74.6,Germany,English,25-34,Standard,True,False,False,True,False,2024,7.3
USR1653,Fight Club,Series,Mystery,Apple TV+,Desktop,2024-11-12,18,Tuesday,November,63,True,4,96.9,Brazil,Hindi,45-54,Free,True,False,True,False,False,2022,7.3
USR4453,Gone Girl,Series,Thriller,HBO Max,Smart TV,2024-09-17,17,Tuesday,September,56,True,3,65.6,Canada,English,35-44,Premium,True,False,False,False,False,2024,7.0
USR5237,Narcos,Anime,Sci-Fi,Amazon Prime,Smart TV,2024-02-06,2,Tuesday,February,39,True,5,87.3,USA,Japanese,25-34,Free,False,True,False,False,False,2022,7.4
USR1504,Loki,Anime,Thriller,HBO Max,Smart TV,2024-01-24,13,Wednesday,January,36,True,2,86.6,India,English,35-44,Premium,False,True,False,True,False,2024,6.3
USR4441,Chernobyl,Series,Crime,Amazon Prime,Mobile,2024-11-27,17,Wednesday,November,56,False,4,85.6,India,German,45-54,Free,True,True,True,True,False,2022,7.3
USR6420,Chernobyl,Documentary,Crime,HBO Max,Mobile,2024-01-28,10,Sunday,January,57,True,2,78.7,India,Korean,18-24,Standard,False,True,True,False,False,2022,6.9
USR3200,Fight Club,Series,Drama,Netflix,Mobile,2024-03-19,15,Tuesday,March,63,True,3,91.0,Germany,French,25-34,Basic,True,True,True,False,False,2024,7.2
USR4485,The Bear,Documentary,Sci-Fi,Disney+,Laptop,2024-03-12,21,Tuesday,March,48,True,5,82.6,Canada,Japanese,55+,Standard,False,True,True,False,False,2020,4.9
USR3299,The Mandalorian,Series,Action,Amazon Prime,Mobile,2024-03-09,19,Saturday,March,61,True,5,76.9,India,Japanese,25-34,Premium,True,False,False,True,False,2019,5.4
USR2691,Zodiac,Movie,Sci-Fi,Disney+,Mobile,2024-02-02,1,Friday,February,86,True,5,87.0,South Korea,Japanese,25-34,Standard,False,True,True,False,False,2024,6.1
USR3276,The Mandalorian,Series,Drama,HBO Max,Mobile,2024-02-09,21,Friday,February,52,False,4,75.3,India,English,35-44,Basic,True,True,False,True,False,2024,9.0
USR3207,Fullmetal Alchemist,Anime,Comedy,Amazon Prime,Smart TV,2024-06-18,6,Tuesday,June,23,True,1,93.0,UK,French,18-24,Basic,False,True,True,False,False,2023,9.0
USR3979,One Piece,Documentary,Crime,Netflix,Laptop,2024-12-04,18,Wednesday,December,97,True,3,76.0,Australia,English,35-44,Basic,True,True,True,False,True,2019,7.4
USR2925,Poor Things,Documentary,Action,Amazon Prime,Smart TV,2024-09-24,21,Tuesday,September,49,True,5,92.5,UK,English,35-44,Premium,False,False,False,False,False,2018,7.9
USR8817,Wednesday,Series,Sci-Fi,Apple TV+,Laptop,2024-12-23,3,Monday,December,58,False,5,77.2,France,English,35-44,Standard,True,True,False,True,False,2022,8.2
USR6990,One Piece,Series,Sci-Fi,Apple TV+,Mobile,2024-01-04,21,Thursday,January,38,True,4,91.6,USA,Korean,35-44,Standard,False,True,True,False,False,2020,7.9
USR6544,Spirited Away,Movie,Horror,Disney+,Tablet,2024-10-22,3,Tuesday,October,116,True,4,77.8,Canada,Korean,18-24,Basic,False,False,False,False,False,2018,5.7
USR3871,Fullmetal Alchemist,Movie,Drama,Disney+,Laptop,2024-02-02,19,Friday,February,148,True,5,92.3,UK,English,45-54,Premium,True,True,False,False,False,2022,6.7
USR9482,Dark S3,Anime,Drama,Disney+,Desktop,2024-03-27,14,Wednesday,March,43,True,4,90.5,Germany,English,18-24,Basic,False,False,True,False,False,2022,7.7
USR5222,Parasite,Series,Comedy,Netflix,Smart TV,2024-04-09,22,Tuesday,April,43,True,4,74.8,Japan,Japanese,35-44,Premium,False,False,False,False,False,2021,7.1
USR9776,Dark S3,Documentary,Comedy,Netflix,Mobile,2024-10-27,14,Sunday,October,85,True,5,86.4,Australia,English,25-34,Basic,False,True,False,True,False,2019,6.4
USR5091,One Piece,Movie,Crime,Disney+,Tablet,2024-10-20,10,Sunday,October,142,False,5,79.7,USA,Spanish,18-24,Free,False,True,True,False,False,2024,7.2
USR3101,Succession,Series,Drama,HBO Max,Tablet,2024-09-03,11,Tuesday,September,54,False,3,79.3,UK,Hindi,55+,Free,True,False,False,False,True,2022,6.8
USR8722,One Piece,Movie,Thriller,Disney+,Mobile,2024-08-23,17,Friday,August,122,True,5,91.1,USA,English,25-34,Standard,False,True,True,False,False,2022,7.8
USR7906,Black Mirror,Movie,Thriller,Netflix,Smart TV,2024-12-17,15,Tuesday,December,113,False,3,77.9,India,French,35-44,Standard,True,True,True,False,True,2018,7.6
USR5222,Chernobyl,Movie,Sci-Fi,Netflix,Tablet,2024-12-19,17,Thursday,December,167,True,4,95.9,India,English,45-54,Premium,True,True,False,True,False,2020,8.2
USR6527,Narcos,Anime,Comedy,Disney+,Tablet,2024-06-15,21,Saturday,June,26,True,5,80.2,Canada,Japanese,45-54,Free,True,True,True,True,False,2023,7.8
USR4844,Gone Girl,Movie,Comedy,Apple TV+,Mobile,2024-07-21,21,Sunday,July,122,False,4,67.3,USA,Korean,35-44,Basic,True,True,False,False,True,2024,5.7
USR3071,3 Body Problem,Series,Mystery,Netflix,Laptop,2024-07-22,11,Monday,July,36,True,4,99.0,UK,English,13-17,Basic,False,False,True,False,False,2022,8.5
USR6073,Chernobyl,Movie,Crime,Amazon Prime,Mobile,2024-08-15,17,Thursday,August,186,True,5,72.2,UK,English,18-24,Basic,True,True,True,False,False,2019,7.7
USR9981,The Wire,Movie,Action,Disney+,Mobile,2024-06-25,18,Tuesday,June,149,True,5,85.2,India,French,25-34,Basic,False,True,False,True,True,2023,6.3
USR3988,3 Body Problem,Series,Anime,Disney+,Laptop,2024-05-02,14,Thursday,May,39,True,4,83.4,USA,Japanese,35-44,Basic,False,True,True,True,False,2019,8.8
USR7084,WandaVision,Movie,Thriller,Amazon Prime,Smart TV,2024-02-22,12,Thursday,February,182,True,3,86.2,Australia,English,18-24,Premium,True,True,True,False,False,2024,7.3
USR2539,Inception,Documentary,Documentary,Netflix,Laptop,2024-05-08,10,Wednesday,May,49,True,4,85.1,Australia,English,25-34,Premium,False,True,False,False,False,2018,9.1
USR5523,Attack on Titan,Series,Drama,Amazon Prime,Smart TV,2024-05-09,12,Thursday,May,49,False,4,74.2,India,Spanish,13-17,Free,False,True,False,False,True,2019,4.6
USR6690,The Mandalorian,Movie,Romance,HBO Max,Desktop,2024-09-12,6,Thursday,September,102,True,5,83.0,Germany,English,25-34,Standard,True,True,False,False,False,2021,6.9
USR5844,Money Heist,Series,Action,Amazon Prime,Mobile,2024-04-07,2,Sunday,April,32,True,5,92.3,Canada,Hindi,35-44,Standard,False,False,False,False,False,2020,6.1
USR2577,Inception,Anime,Action,Amazon Prime,Mobile,2024-02-02,14,Friday,February,32,False,5,74.9,Australia,English,55+,Basic,True,True,True,True,False,2021,7.2
USR2310,WandaVision,Series,Romance,Disney+,Smart TV,2024-12-02,19,Monday,December,35,True,1,87.3,Japan,English,25-34,Premium,True,True,False,False,False,2018,8.9
USR3931,Spirited Away,Documentary,Thriller,Netflix,Mobile,2024-02-06,17,Tuesday,February,69,True,4,89.7,Germany,Hindi,18-24,Standard,True,True,False,False,True,2019,7.7
USR8054,House of the Dragon,Series,Drama,Netflix,Desktop,2024-10-08,21,Tuesday,October,42,True,4,78.0,Canada,Japanese,18-24,Premium,False,True,False,False,False,2023,7.6
USR5521,Spirited Away,Short Film,Action,Amazon Prime,Desktop,2024-01-18,1,Thursday,January,20,True,3,82.8,UK,Japanese,35-44,Free,True,True,True,False,False,2020,8.1
USR7251,Poor Things,Movie,Comedy,HBO Max,Laptop,2024-06-02,18,Sunday,June,99,True,3,82.7,Germany,German,25-34,Premium,True,False,True,False,False,2024,5.3
USR1827,Fight Club,Short Film,Romance,Disney+,Smart TV,2024-11-04,16,Monday,November,20,False,4,78.1,Germany,Hindi,25-34,Standard,True,True,True,False,True,2018,7.1
USR7476,The Social Network,Series,Thriller,Amazon Prime,Smart TV,2024-08-31,16,Saturday,August,30,False,3,71.2,Canada,Japanese,55+,Standard,True,True,True,False,False,2018,7.2
USR8245,One Piece,Series,Drama,Netflix,Smart TV,2024-12-09,18,Monday,December,44,True,3,77.3,India,English,45-54,Basic,True,False,False,True,True,2022,5.6
USR9952,Inception,Documentary,Documentary,Netflix,Laptop,2024-03-16,20,Saturday,March,71,True,1,91.7,Germany,Japanese,35-44,Premium,False,True,True,False,False,2020,8.0
USR6901,Blue Eye Samurai,Movie,Sci-Fi,Disney+,Smart TV,2024-03-28,19,Thursday,March,144,True,2,66.2,India,French,35-44,Basic,True,False,True,True,False,2022,7.8
USR1301,Chernobyl,Movie,Action,Amazon Prime,Desktop,2024-02-15,16,Thursday,February,160,True,4,91.0,Australia,Hindi,25-34,Premium,False,True,True,True,False,2024,7.3
USR4726,Narcos,Short Film,Crime,Netflix,Smart TV,2024-01-16,23,Tuesday,January,26,True,5,81.6,USA,English,55+,Premium,True,True,True,True,False,2024,7.6
USR3589,House of the Dragon,Documentary,Drama,Disney+,Mobile,2024-04-13,19,Saturday,April,63,True,5,99.0,India,Japanese,35-44,Basic,False,True,True,True,False,2021,9.9
USR5372,Demon Slayer,Series,Crime,HBO Max,Desktop,2024-06-04,1,Tuesday,June,33,True,3,82.9,Canada,English,18-24,Standard,True,True,True,False,False,2023,9.1
USR4646,Gone Girl,Series,Documentary,Amazon Prime,Smart TV,2024-11-28,22,Thursday,November,22,True,5,85.7,South Korea,Spanish,18-24,Premium,False,False,False,True,False,2019,7.5
USR1630,Inception,Series,Thriller,Disney+,Mobile,2024-08-06,17,Tuesday,August,60,True,5,80.8,India,Hindi,45-54,Premium,True,True,False,True,False,2024,8.6
USR9470,Shogun 2024,Short Film,Sci-Fi,Amazon Prime,Tablet,2024-11-18,18,Monday,November,19,False,3,86.0,UK,Japanese,18-24,Standard,True,True,False,False,False,2020,6.3
USR2870,Zodiac,Movie,Comedy,HBO Max,Tablet,2024-08-18,20,Sunday,August,116,True,4,87.6,UK,Hindi,25-34,Basic,False,True,False,False,False,2024,6.9
USR8311,Breaking Bad,Short Film,Action,Disney+,Smart TV,2024-03-28,12,Thursday,March,23,True,5,88.4,Canada,English,18-24,Basic,False,True,True,False,False,2018,6.7
USR4401,Succession,Documentary,Sci-Fi,Disney+,Mobile,2024-11-07,21,Thursday,November,76,True,4,82.3,India,English,25-34,Free,True,True,False,True,True,2018,7.4
USR1587,Poor Things,Short Film,Sci-Fi,Netflix,Laptop,2024-08-01,20,Thursday,August,24,True,4,81.8,Germany,English,45-54,Premium,False,False,True,False,True,2024,5.8
USR5705,Peaky Blinders,Movie,Comedy,Netflix,Smart TV,2024-05-20,23,Monday,May,210,True,5,94.7,Canada,English,25-34,Premium,True,True,False,False,False,2021,7.7
USR7783,The Bear,Documentary,Sci-Fi,Netflix,Smart TV,2024-04-02,20,Tuesday,April,71,True,5,91.6,USA,Japanese,35-44,Free,True,True,False,True,False,2020,8.0
USR8774,The Bear,Movie,Drama,Amazon Prime,Mobile,2024-01-04,22,Thursday,January,161,True,3,99.0,Australia,Hindi,35-44,Premium,True,True,False,False,False,2024,6.7
USR1510,Game of Thrones,Movie,Horror,Netflix,Mobile,2024-09-23,2,Monday,September,165,True,5,88.2,South Korea,Japanese,45-54,Standard,True,True,False,False,False,2020,8.8
USR1612,Andor,Movie,Comedy,Amazon Prime,Smart TV,2024-12-29,9,Sunday,December,152,True,3,66.3,France,Hindi,13-17,Standard,True,True,False,False,False,2024,8.0
USR2897,Dark S3,Movie,Documentary,Apple TV+,Desktop,2024-06-16,13,Sunday,June,192,True,5,83.1,USA,English,45-54,Premium,True,False,True,False,False,2018,6.7
USR5483,Planet Earth III,Anime,Romance,Netflix,Smart TV,2024-10-22,4,Tuesday,October,43,True,5,82.8,India,Japanese,25-34,Basic,True,True,True,False,False,2019,8.5
USR7421,Severance,Movie,Romance,Amazon Prime,Mobile,2024-03-28,13,Thursday,March,102,False,5,91.2,Australia,French,35-44,Standard,True,True,True,True,False,2024,8.1
USR8625,Loki,Movie,Fantasy,Apple TV+,Mobile,2024-09-30,15,Monday,September,99,True,5,97.0,USA,English,45-54,Standard,False,True,False,False,False,2020,8.3
USR2752,House of the Dragon,Series,Thriller,Netflix,Mobile,2024-08-20,6,Tuesday,August,58,True,4,88.7,Canada,English,25-34,Standard,False,True,True,True,False,2018,6.5
USR8972,Planet Earth III,Movie,Horror,Amazon Prime,Desktop,2024-06-23,19,Sunday,June,119,False,5,78.3,Canada,Hindi,25-34,Premium,True,False,True,True,False,2024,6.8
USR8421,Parasite,Movie,Romance,Netflix,Smart TV,2024-07-13,20,Saturday,July,75,True,5,91.8,USA,Japanese,25-34,Basic,False,True,False,False,False,2021,8.3
USR6885,Planet Earth III,Short Film,Action,Disney+,Mobile,2024-06-25,23,Tuesday,June,27,False,2,94.0,Brazil,French,18-24,Standard,True,True,True,False,False,2023,5.4
USR1257,Shogun 2024,Series,Sci-Fi,Amazon Prime,Desktop,2024-03-29,6,Friday,March,64,False,5,87.5,Germany,Hindi,25-34,Premium,True,True,True,False,False,2022,6.7
USR4878,Zodiac,Series,Comedy,Amazon Prime,Tablet,2024-08-05,18,Monday,August,22,True,4,80.7,UK,Hindi,25-34,Basic,False,True,False,True,False,2023,7.7
USR2279,Fight Club,Movie,Horror,HBO Max,Desktop,2024-02-10,11,Saturday,February,97,True,2,86.6,Canada,Spanish,25-34,Free,True,False,True,False,False,2023,6.0
USR3770,Your Name,Series,Crime,Apple TV+,Smart TV,2024-06-18,11,Tuesday,June,58,True,5,99.0,India,Portuguese,45-54,Standard,True,True,False,False,False,2019,7.7
USR4869,Black Mirror,Movie,Documentary,Netflix,Smart TV,2024-11-11,13,Monday,November,189,True,3,89.9,India,Hindi,13-17,Premium,False,True,False,False,False,2021,8.5
USR8802,The Crown,Movie,Comedy,Disney+,Smart TV,2024-07-15,2,Monday,July,104,True,5,84.3,UK,German,55+,Basic,False,True,True,False,False,2020,6.2
USR5466,Game of Thrones,Series,Drama,Amazon Prime,Desktop,2024-08-17,18,Saturday,August,49,True,4,93.1,USA,Spanish,25-34,Standard,True,True,True,False,False,2022,8.0
USR4594,Breaking Bad,Anime,Mystery,Netflix,Smart TV,2024-06-21,3,Friday,June,38,True,4,88.0,USA,English,35-44,Free,False,False,True,False,True,2018,7.2
USR2240,Fullmetal Alchemist,Documentary,Thriller,Disney+,Tablet,2024-02-14,11,Wednesday,February,68,True,5,65.9,UK,Portuguese,35-44,Standard,False,False,True,False,False,2018,6.0
USR9061,Blue Eye Samurai,Series,Mystery,Netflix,Tablet,2024-07-14,18,Sunday,July,34,True,5,86.3,India,Spanish,18-24,Standard,False,True,True,True,False,2020,7.6
USR9444,Zodiac,Movie,Comedy,Disney+,Smart TV,2024-08-16,22,Friday,August,159,True,3,92.7,France,Hindi,25-34,Premium,False,False,False,True,False,2024,7.5
USR6571,Poor Things,Movie,Action,HBO Max,Smart TV,2024-09-03,13,Tuesday,September,98,True,5,84.1,Japan,Spanish,25-34,Basic,False,False,False,True,False,2018,7.6
USR9856,The Social Network,Anime,Comedy,Apple TV+,Mobile,2024-11-18,11,Monday,November,40,True,1,85.8,USA,Japanese,45-54,Standard,False,True,True,False,True,2018,7.5
USR1312,Loki,Documentary,Romance,Amazon Prime,Laptop,2024-04-18,1,Thursday,April,54,True,4,88.2,Brazil,Japanese,18-24,Standard,True,True,False,False,True,2022,6.8
USR7586,House of the Dragon,Documentary,Thriller,Apple TV+,Smart TV,2024-03-28,14,Thursday,March,70,True,2,75.8,India,Korean,25-34,Basic,False,True,True,True,True,2020,6.3
USR1256,Black Mirror,Anime,Sci-Fi,Amazon Prime,Smart TV,2024-03-13,18,Wednesday,March,42,True,3,85.4,India,English,55+,Standard,False,True,False,False,False,2019,8.7
USR5934,Chernobyl,Movie,Drama,Amazon Prime,Smart TV,2024-04-15,18,Monday,April,202,False,4,90.6,USA,Japanese,18-24,Premium,False,True,False,False,False,2021,8.7
USR1885,The Social Network,Anime,Drama,Netflix,Laptop,2024-11-16,8,Saturday,November,27,True,4,76.7,USA,English,25-34,Standard,False,True,True,True,False,2019,4.5
USR2804,House of the Dragon,Series,Thriller,HBO Max,Laptop,2024-01-15,22,Monday,January,65,False,3,79.1,USA,English,25-34,Basic,False,True,False,True,False,2019,6.7
USR5597,3 Body Problem,Series,Drama,Netflix,Laptop,2024-11-08,1,Friday,November,30,True,3,70.3,India,Hindi,25-34,Premium,True,True,True,False,False,2019,5.0
USR5041,Squid Game,Short Film,Documentary,Netflix,Tablet,2024-10-22,11,Tuesday,October,24,True,4,58.7,USA,Japanese,45-54,Standard,True,True,True,False,True,2021,7.4
USR4571,3 Body Problem,Movie,Action,Amazon Prime,Laptop,2024-09-15,19,Sunday,September,78,True,4,88.8,USA,English,55+,Free,False,True,True,False,False,2021,6.1
USR9698,The Bear,Documentary,Documentary,Amazon Prime,Laptop,2024-08-25,13,Sunday,August,54,True,5,78.9,USA,Spanish,35-44,Standard,False,True,False,False,False,2018,8.1
USR4354,3 Body Problem,Short Film,Romance,Apple TV+,Smart TV,2024-09-20,19,Friday,September,15,True,4,77.6,South Korea,English,18-24,Standard,False,True,False,True,False,2019,8.3
USR9714,Fight Club,Series,Sci-Fi,Disney+,Smart TV,2024-06-13,21,Thursday,June,55,True,4,91.8,Japan,French,25-34,Basic,False,True,False,False,False,2021,7.6
USR1371,Breaking Bad,Movie,Fantasy,Netflix,Desktop,2024-02-14,8,Wednesday,February,202,True,5,90.0,USA,Korean,55+,Standard,True,False,True,True,True,2024,7.8
USR5982,Your Name,Documentary,Action,Amazon Prime,Mobile,2024-04-28,21,Sunday,April,112,True,4,77.1,India,Spanish,18-24,Basic,True,False,False,True,False,2021,5.6
USR6187,Your Name,Series,Sci-Fi,Amazon Prime,Smart TV,2024-03-26,8,Tuesday,March,31,True,5,90.7,India,English,18-24,Standard,True,True,True,False,False,2019,8.7
USR9313,Game of Thrones,Movie,Fantasy,Amazon Prime,Mobile,2024-09-30,23,Monday,September,76,True,4,90.4,Australia,English,45-54,Premium,False,False,False,False,False,2021,8.2
USR1901,Demon Slayer,Anime,Horror,HBO Max,Smart TV,2024-06-22,15,Saturday,June,29,False,4,78.5,Australia,Japanese,18-24,Premium,True,True,False,False,False,2018,6.9
USR5663,Chernobyl,Series,Comedy,Disney+,Mobile,2024-09-19,13,Thursday,September,49,True,4,96.1,USA,Portuguese,45-54,Free,False,True,False,False,False,2024,7.8
USR7156,Poor Things,Anime,Comedy,Apple TV+,Mobile,2024-08-05,23,Monday,August,38,False,5,89.2,India,Japanese,25-34,Basic,True,True,False,True,False,2020,7.9
USR8742,Planet Earth III,Series,Documentary,Netflix,Mobile,2024-10-10,8,Thursday,October,22,False,3,71.9,Australia,French,25-34,Standard,False,True,True,True,False,2018,7.3
USR1287,Money Heist,Anime,Action,Disney+,Tablet,2024-11-02,13,Saturday,November,25,True,5,78.7,India,English,25-34,Premium,True,True,True,False,False,2020,6.3
USR5932,Stranger Things,Movie,Action,HBO Max,Mobile,2024-01-25,17,Thursday,January,117,True,3,85.5,Australia,Korean,18-24,Standard,False,True,False,False,False,2020,6.5
USR2867,Narcos,Movie,Sci-Fi,Netflix,Smart TV,2024-03-24,21,Sunday,March,209,True,5,93.8,UK,English,45-54,Premium,True,True,True,False,False,2022,6.3
USR4438,3 Body Problem,Anime,Drama,Disney+,Smart TV,2024-09-24,19,Tuesday,September,26,True,5,87.2,South Korea,Hindi,35-44,Free,True,True,True,True,True,2023,6.5
USR4277,Severance,Series,Comedy,HBO Max,Smart TV,2024-09-19,22,Thursday,September,29,True,3,84.6,Australia,English,18-24,Standard,True,True,True,False,False,2022,7.3
USR2616,The Last of Us,Series,Thriller,Apple TV+,Laptop,2024-05-03,22,Friday,May,32,True,5,72.5,France,French,25-34,Standard,True,True,True,False,False,2021,6.9
USR1665,Poor Things,Series,Comedy,Apple TV+,Smart TV,2024-04-19,19,Friday,April,45,True,4,75.5,USA,English,25-34,Standard,True,False,True,False,False,2024,7.5
USR9563,Gone Girl,Movie,Thriller,Apple TV+,Mobile,2024-08-07,19,Wednesday,August,200,True,5,82.8,Australia,English,25-34,Standard,False,False,False,True,False,2019,6.6
USR7557,Chernobyl,Movie,Documentary,Amazon Prime,Smart TV,2024-06-22,20,Saturday,June,144,True,5,76.6,UK,Japanese,25-34,Standard,True,False,True,True,False,2023,7.8
USR2578,Dune Part Two,Movie,Horror,Apple TV+,Mobile,2024-03-09,8,Saturday,March,158,True,4,90.0,Australia,Hindi,25-34,Standard,True,True,False,False,False,2022,7.3
USR5965,Zodiac,Movie,Anime,HBO Max,Tablet,2024-10-06,15,Sunday,October,188,False,5,91.4,India,Hindi,25-34,Basic,False,True,False,False,False,2021,8.0
USR1739,3 Body Problem,Series,Sci-Fi,Netflix,Smart TV,2024-08-31,12,Saturday,August,40,False,5,78.4,Japan,English,35-44,Free,False,True,True,True,False,2020,6.6
USR1612,WandaVision,Anime,Sci-Fi,Disney+,Mobile,2024-01-29,9,Monday,January,32,True,4,87.5,Australia,Hindi,25-34,Standard,True,True,True,True,False,2020,7.0
USR8143,Andor,Movie,Comedy,Disney+,Smart TV,2024-10-20,18,Sunday,October,117,True,5,70.4,UK,French,35-44,Premium,True,True,True,False,False,2019,7.2
USR2256,The Social Network,Anime,Thriller,Apple TV+,Smart TV,2024-11-15,14,Friday,November,37,True,5,83.5,Japan,Hindi,25-34,Standard,True,True,True,False,False,2022,7.6
USR8106,Your Name,Documentary,Romance,Amazon Prime,Smart TV,2024-04-02,11,Tuesday,April,104,True,5,73.2,Germany,English,18-24,Standard,True,False,False,False,False,2024,7.2
USR5023,The Crown,Series,Documentary,Netflix,Smart TV,2024-02-02,4,Friday,February,37,True,4,91.5,UK,Japanese,25-34,Standard,True,True,True,True,False,2023,8.6
USR7668,The Wire,Movie,Documentary,HBO Max,Mobile,2024-10-08,21,Tuesday,October,151,True,2,99.0,Australia,French,25-34,Premium,False,True,False,False,True,2023,7.5
USR4865,Peaky Blinders,Short Film,Crime,Netflix,Tablet,2024-10-24,21,Thursday,October,20,True,5,85.3,India,English,18-24,Basic,True,False,True,False,False,2018,7.8
USR1570,Gone Girl,Series,Comedy,Netflix,Smart TV,2024-06-11,21,Tuesday,June,45,False,4,86.0,Japan,English,45-54,Standard,True,True,False,False,False,2023,6.6
USR4857,The Crown,Series,Sci-Fi,Amazon Prime,Smart TV,2024-03-03,3,Sunday,March,41,True,5,99.0,India,French,45-54,Standard,False,False,True,True,False,2024,6.6
USR9973,House of the Dragon,Series,Comedy,Apple TV+,Laptop,2024-09-08,16,Sunday,September,38,True,5,95.6,UK,English,18-24,Standard,False,False,True,False,False,2020,5.8
USR8837,3 Body Problem,Movie,Sci-Fi,Amazon Prime,Desktop,2024-10-21,20,Monday,October,180,True,5,91.6,USA,Korean,45-54,Premium,True,True,True,False,False,2022,5.6
USR7570,One Piece,Movie,Thriller,Amazon Prime,Laptop,2024-04-24,19,Wednesday,April,142,True,4,85.5,UK,English,18-24,Basic,False,True,False,False,False,2021,7.7
USR4531,Breaking Bad,Series,Sci-Fi,Netflix,Desktop,2024-12-10,6,Tuesday,December,46,True,5,87.4,Germany,English,18-24,Premium,True,False,True,False,False,2022,6.4
USR5198,Dune Part Two,Series,Thriller,Amazon Prime,Tablet,2024-12-16,19,Monday,December,46,True,3,92.9,India,English,25-34,Basic,False,False,False,False,False,2023,7.0
USR9253,Black Mirror,Movie,Action,Amazon Prime,Desktop,2024-01-24,18,Wednesday,January,85,True,5,83.0,France,French,18-24,Basic,True,True,True,True,True,2024,6.7
USR9049,Shogun 2024,Anime,Fantasy,Netflix,Tablet,2024-05-23,15,Thursday,May,32,False,4,74.7,Canada,German,35-44,Standard,True,True,True,False,True,2021,6.0
USR3025,Chernobyl,Movie,Fantasy,Amazon Prime,Mobile,2024-08-11,21,Sunday,August,103,True,4,95.2,India,French,18-24,Basic,True,True,False,False,False,2018,7.1
USR7458,The Wire,Anime,Sci-Fi,HBO Max,Smart TV,2024-09-26,19,Thursday,September,31,True,4,81.4,Canada,German,45-54,Basic,True,False,False,False,False,2022,7.2
USR5635,House of the Dragon,Movie,Crime,Disney+,Desktop,2024-12-02,10,Monday,December,108,False,5,79.1,Japan,Korean,25-34,Standard,True,True,True,False,False,2018,8.8
USR3151,Chernobyl,Movie,Anime,Netflix,Laptop,2024-04-16,20,Tuesday,April,185,True,4,82.7,Australia,French,25-34,Standard,False,True,False,False,False,2024,6.7
